1,1,cm/s²,1
2,1,"dm/s²
",1
3,1,"ft/s²
",2
4,1,"gn
",1
5,1,"in/s²
",2
6,1,"mm/s²
",1
7,1,"m/s²
",1
8,1,"µm/ms²
",1
9,2,"kmol
",1
10,2,"mmol
",1
11,2,"mol
",1
12,2,"mol
",2
13,2,"µmol
",1
14,3,"°
",1
15,3,"°
",2
